CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
12291,MR.,JOHNATHAN,SURI,4/19/1944,S,M,johnathan1@adventure-works.com,"$90,000 ",5,Partial College,Professional,N
12292,MR.,NICOLAS,KUMAR,3/24/1944,M,M,nicolas5@adventure-works.com,"$130,000 ",3,Bachelors,Management,Y
12293,MRS.,TAMMY,GARCIA,5/17/1944,M,F,tammy15@adventure-works.com,"$130,000 ",3,Bachelors,Management,Y
12294,MR.,SHANE,KOVAR,12-01-1944,M,M,shane7@adventure-works.com,"$130,000 ",3,Bachelors,Management,Y
12295,MR.,DWAYNE,GOMEZ,3/21/1945,S,M,dwayne1@adventure-works.com,"$60,000 ",3,Partial High School,Skilled Manual,Y
12296,MR.,FRANCISCO,SARA,2/15/1945,M,M,francisco11@adventure-works.com,"$70,000 ",5,High School,Professional,N
12297,MRS.,FELICIA,BLANCO,01-08-1945,S,F,felicia15@adventure-works.com,"$80,000 ",5,Partial College,Professional,N
12298,MRS.,CRYSTAL,ZENG,5/21/1945,S,F,crystal1@adventure-works.com,"$90,000 ",5,Partial College,Professional,N
12299,MR.,WALTER,SERRANO,06-10-1945,M,M,walter9@adventure-works.com,"$150,000 ",3,Graduate Degree,Management,N
12300,,ADRIANA,GONZALEZ,7/18/1946,S,NA,adriana19@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y
12301,MRS.,NICHOLE,NARA,12-05-1946,S,F,nichole16@adventure-works.com,"$100,000 ",2,Bachelors,Management,Y
12302,MR.,KEVIN,COLEMAN,03-02-1946,M,M,kevin9@adventure-works.com,"$100,000 ",2,Bachelors,Management,N
12303,MRS.,KRISTI,ALVAREZ,4/16/1946,M,F,kristi1@adventure-works.com,"$130,000 ",4,Partial College,Professional,Y
12304,MR.,ALEJANDRO,ZHOU,06-05-1946,S,M,alejandro11@adventure-works.com,"$130,000 ",4,Partial College,Professional,N
12305,MR.,XAVIER,BAILEY,07-06-1954,M,M,xavier83@adventure-works.com,"$80,000 ",4,Partial College,Professional,N
12306,MR.,LOGAN,PARKER,06-06-1953,M,M,logan27@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y
12307,MR.,BRAD,SHE,11/13/1954,M,M,brad1@adventure-works.com,"$90,000 ",4,High School,Professional,Y
12308,MRS.,MARGARET,HE,4/25/1954,M,F,margaret25@adventure-works.com,"$100,000 ",3,High School,Professional,Y
12309,MR.,OMAR,RAJE,10-05-1954,S,M,omar34@adventure-works.com,"$130,000 ",3,Partial College,Professional,N
12310,MRS.,STACY,MUNOZ,07-11-1954,S,F,stacy8@adventure-works.com,"$130,000 ",3,High School,Professional,N
12311,MR.,STANLEY,WEBER,6/19/1954,S,M,stanley4@adventure-works.com,"$130,000 ",4,High School,Professional,N
12312,MR.,JAKE,ZHAO,11-10-1953,M,M,jake10@adventure-works.com,"$100,000 ",3,Bachelors,Management,Y
12313,MR.,JAIME,CHANDE,06-05-1953,S,M,jaime37@adventure-works.com,"$100,000 ",3,Bachelors,Management,Y
12314,MRS.,JILL,SUAREZ,9/20/1953,M,F,jill27@adventure-works.com,"$110,000 ",2,Bachelors,Management,Y
12315,MRS.,ANN,RODRIGUEZ,9/19/1953,M,F,ann24@adventure-works.com,"$130,000 ",4,Partial College,Professional,Y
12316,MR.,ALEJANDRO,LUO,11/25/1953,M,M,alejandro32@adventure-works.com,"$130,000 ",5,Partial College,Professional,N
12317,MR.,CARL,SHE,9/24/1953,M,M,carl0@adventure-works.com,"$150,000 ",2,Bachelors,Management,Y
12318,MS.,KRISTINA,SCHMIDT,05-03-1953,M,F,kristina10@adventure-works.com,"$170,000 ",0,Bachelors,Management,N
12319,MRS.,SHANNON,YE,07-11-1952,M,F,shannon10@adventure-works.com,"$90,000 ",4,High School,Professional,Y
12320,MRS.,CHERYL,ALVAREZ,6/17/1952,S,F,cheryl6@adventure-works.com,"$120,000 ",4,Partial College,Professional,Y
12321,MRS.,ROSA,HU,2/15/1951,M,F,rosa20@adventure-works.com,"$70,000 ",5,Partial High School,Skilled Manual,Y
12322,MRS.,KARI,MEHTA,08-02-1951,M,F,kari14@adventure-works.com,"$80,000 ",4,High School,Professional,Y
12323,MR.,LAWRENCE,ALONSO,1/15/1951,M,M,lawrence6@adventure-works.com,"$80,000 ",4,High School,Professional,Y
12324,MR.,DALE,LAL,2/27/1951,S,M,dale7@adventure-works.com,"$90,000 ",4,High School,Professional,Y
12325,MRS.,GLORIA,MARTIN,3/18/1951,M,F,gloria3@adventure-works.com,"$130,000 ",4,High School,Professional,Y
12326,MR.,GLENN,ZHOU,02-03-1951,S,M,glenn9@adventure-works.com,"$170,000 ",0,Partial College,Management,N
12327,MR.,EDWIN,LIANG,1/18/1950,S,M,edwin17@adventure-works.com,"$100,000 ",3,Partial College,Management,Y
12328,MR.,EUGENE,ZHAO,3/18/1950,S,M,eugene14@adventure-works.com,"$130,000 ",4,High School,Management,N
12329,MS.,BONNIE,SHAN,10/23/1950,S,F,bonnie16@adventure-works.com,"$170,000 ",0,Partial College,Management,N
12330,MR.,PRESTON,RAMAN,6/21/1949,M,M,preston11@adventure-works.com,"$100,000 ",3,Partial College,Management,Y
12331,MRS.,MEAGAN,CHANDRA,7/17/1948,S,F,meagan2@adventure-works.com,"$70,000 ",5,Partial High School,Skilled Manual,Y
12332,MR.,ANDRES,NARA,08-10-1948,M,M,andres14@adventure-works.com,"$90,000 ",4,High School,Management,Y
12333,MR.,TERRANCE,RODRIGUEZ,11/18/1948,M,M,terrance17@adventure-works.com,"$90,000 ",4,High School,Management,N
12334,MR.,ROY,JIMENEZ,8/20/1948,M,M,roy26@adventure-works.com,"$130,000 ",5,High School,Management,Y
12335,MR.,FRANCISCO,ASHE,2/23/1948,S,M,francisco7@adventure-works.com,"$150,000 ",3,High School,Management,N
12336,MR.,WYATT,PRICE,07-09-1947,S,M,wyatt52@adventure-works.com,"$130,000 ",5,Graduate Degree,Professional,N
12337,MR.,DUSTIN,GOLDSTEIN,10-09-1975,S,M,dustin20@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
12338,MS.,MONICA,VANCE,07-08-1976,S,F,monica4@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
12339,MR.,CLAYTON,JAI,07-08-1976,S,M,clayton29@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
12340,MS.,STACY,DIAZ,11-05-1976,S,F,stacy4@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
12341,MS.,KATIE,KUMAR,09-09-1976,M,F,katie10@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
12342,MS.,MORGAN,YOUNG,03-09-1975,M,F,morgan22@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
12343,MS.,GLORIA,RUIZ,06-04-1974,M,F,gloria4@adventure-works.com,"$60,000 ",0,Bachelors,Professional,Y
12344,MS.,DOMINIQUE,PEREZ,06-02-1975,S,F,dominique18@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N
12345,MS.,ALISON,RAJE,6/27/1975,S,F,alison14@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
12346,MR.,WESLEY,GAO,5/22/1975,S,M,wesley15@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
12347,MS.,SUMMER,MADAN,2/21/1975,M,F,summer6@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
12348,MR.,JIMMY,VAZQUEZ,2/24/1974,M,M,jimmy18@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
12349,MS.,LACEY,YUAN,7/26/1974,S,F,lacey41@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
12350,MR.,LOGAN,HERNANDEZ,2/25/1973,M,M,logan44@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
12351,MS.,CARA,ZHANG,10-02-1973,M,F,cara0@adventure-works.com,"$100,000 ",0,High School,Management,Y
12352,MR.,RAMON,ZHANG,03-05-1973,M,M,ramon0@adventure-works.com,"$100,000 ",0,High School,Management,N
12353,MR.,JOE,RAMOS,10/20/1973,M,M,joe41@adventure-works.com,"$110,000 ",0,Partial College,Management,N
12354,MR.,LANCE,ORTEGA,08-07-1973,M,M,lance22@adventure-works.com,"$110,000 ",0,Partial College,Management,N
12355,MS.,MONIQUE,ORTEGA,3/23/1973,S,F,monique18@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y
12356,MS.,JULIA,WOOD,8/22/1971,S,F,julia68@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
12357,MS.,SUSAN,LU,04-07-1971,S,F,susan21@adventure-works.com,"$100,000 ",0,High School,Management,Y
12358,MS.,LACEY,RAJE,2/26/1970,M,F,lacey4@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y
12359,MRS.,VERONICA,RAMAN,2/19/1970,M,F,veronica13@adventure-works.com,"$130,000 ",5,Graduate Degree,Professional,Y
12361,MRS.,DANA,DIAZ,04-01-1971,M,F,dana19@adventure-works.com,"$160,000 ",4,Partial High School,Management,N
12362,MR.,THOMAS,HARRISON,07-06-1941,S,M,thomas25@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
12363,MRS.,KAYLA,THOMPSON,12/25/1941,M,F,kayla16@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,N
12364,MRS.,ERIN,ROGERS,10/28/1941,M,F,erin23@adventure-works.com,"$130,000 ",2,Bachelors,Management,Y
12365,MR.,ALEX,EVANS,02-12-1942,M,M,alex27@adventure-works.com,"$80,000 ",5,Bachelors,Management,N
12366,MRS.,STEPHANIE,COX,07-10-1942,M,F,stephanie16@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y
12367,MS.,TRINITY,TOWNSEND,8/22/1973,S,F,trinity4@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
12368,MR.,RODNEY,RUBIO,6/22/1973,S,M,rodney15@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
12369,MR.,TERRENCE,LAL,10-06-1963,S,M,terrence8@adventure-works.com,"$60,000 ",4,Bachelors,Professional,N
12370,MR.,PRESTON,PEREZ,6/27/1963,M,M,preston19@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
12371,MRS.,STEFANIE,SUBRAM,2/14/1963,S,F,stefanie10@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
12372,,DARREN,PRASAD,9/18/1963,S,NA,darren12@adventure-works.com,"$60,000 ",3,Bachelors,Professional,N
12373,MR.,ISAAC,GRAY,08-06-1974,S,M,isaac5@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
12374,MS.,MARIE,KAPOOR,3/28/1980,S,F,marie5@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
12375,MR.,JARROD,RAMAN,2/24/1980,S,M,jarrod12@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y
12376,MS.,HOLLY,PEREZ,04-01-1980,S,F,holly19@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
12377,MR.,CHRISTOPHER,MILLER,3/14/1980,S,M,christopher6@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
12378,MS.,BRIANNA,SANCHEZ,8/20/1979,S,F,brianna25@adventure-works.com,"$30,000 ",0,Partial College,Clerical,Y
12379,MS.,BRIDGET,CHANDE,8/19/1978,S,F,bridget17@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N
12380,MR.,OMAR,YUAN,03-07-1974,S,M,omar26@adventure-works.com,"$30,000 ",0,High School,Manual,N
12381,MR.,JOHNNY,LAL,2/17/1974,M,M,johnny9@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
12382,MS.,TAMARA,CHEN,11-11-1972,S,F,tamara33@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
12383,MR.,ALBERT,GOMEZ,4/20/1973,S,M,albert4@adventure-works.com,"$30,000 ",0,High School,Manual,N
12384,MRS.,JACQUELYN,GUTIERREZ,10-01-1973,M,F,jacquelyn11@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
12385,MRS.,TARA,RAJI,3/27/1973,M,F,tara22@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
12386,MS.,KATHERINE,PERRY,04-08-1972,S,F,katherine33@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
12387,MS.,MEREDITH,VAZQUEZ,12/27/1972,S,F,meredith38@adventure-works.com,"$30,000 ",0,High School,Manual,N
12388,MS.,CASEY,KUMAR,7/19/1972,S,F,casey8@adventure-works.com,"$30,000 ",0,High School,Manual,N
12389,MR.,ALBERT,JIMÉNEZ,07-06-1972,S,M,albert8@adventure-works.com,"$30,000 ",0,High School,Manual,N
12390,MRS.,DENISE,MARTINEZ,9/17/1972,S,F,denise18@adventure-works.com,"$40,000 ",1,Partial College,Clerical,N
12391,MRS.,OLIVIA,KELLY,2/24/1972,S,F,olivia46@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
12392,MS.,NICHOLE,NATH,7/26/1971,S,F,nichole18@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N
12393,MS.,BRENDA,SAI,7/16/1971,S,F,brenda9@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
12394,MS.,ERIKA,SERRANO,3/13/1971,S,F,erika14@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
12395,MR.,KYLE,CARTER,4/25/1971,S,M,kyle39@adventure-works.com,"$30,000 ",0,High School,Manual,Y
12396,MS.,SUSAN,YANG,4/14/1971,S,F,susan14@adventure-works.com,"$30,000 ",0,High School,Manual,Y
12397,MR.,SHAUN,CHAPMAN,3/14/1970,S,M,shaun17@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
12398,MRS.,ASHLEY,CLARK,07-12-1971,S,F,ashley20@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
12399,MR.,HENRY,CHAPMAN,09-12-1971,S,M,henry4@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
12400,MR.,ANDY,MARTIN,11-12-1971,S,M,andy5@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
12401,MRS.,KIMBERLY,RIVERA,05-09-1971,S,F,kimberly19@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
12403,MR.,HENRY,YOUNG,6/18/1971,S,M,henry24@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
12404,MRS.,KRYSTAL,LIANG,08-10-1971,S,F,krystal17@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
12405,MR.,COLE,SANCHEZ,9/19/1970,S,M,cole18@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y
12406,MR.,ROSS,GUTIERREZ,1/22/1970,S,M,ross29@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N
12407,MR.,SHAWN,RAJI,8/27/1970,S,M,shawn23@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
12408,MR.,JON,LU,02-05-1970,S,M,jon31@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,N
12409,MRS.,SAVANNAH,HILL,3/23/1975,S,F,savannah35@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
12410,MRS.,MARIAH,RICHARDSON,12-06-1975,S,F,mariah34@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
12411,MR.,KEVIN,ALEXANDER,10-02-1975,S,M,kevin21@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y
12412,MRS.,MACKENZIE,WRIGHT,10/20/1930,M,F,mackenzie41@adventure-works.com,"$50,000 ",1,Graduate Degree,Skilled Manual,Y
12413,MR.,JAMES,GONZALES,03-07-1966,S,M,james32@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
12414,MR.,ETHAN,LAL,6/21/1966,S,M,ethan25@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
12415,MS.,BRIANNA,RICHARDSON,11-02-1966,S,F,brianna36@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
12416,MS.,VERONICA,MARTINEZ,8/14/1966,S,F,veronica19@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
12417,MS.,ALEXIS,BRYANT,11/25/1966,S,F,alexis41@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,Y
12418,MR.,ROBERT,HERNANDEZ,10/24/1953,S,M,robert60@adventure-works.com,"$20,000 ",2,High School,Manual,N
12420,MR.,SPENCER,HAYES,8/20/1953,M,M,spencer25@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
12421,MR.,CAMERON,HUGHES,03-12-1953,M,M,cameron6@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
12422,MRS.,HAILEY,EVANS,10/23/1953,M,F,hailey43@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
12423,MRS.,SARAH,THOMPSON,4/25/1954,S,F,sarah17@adventure-works.com,"$20,000 ",3,Partial High School,Clerical,N
12424,MRS.,REBECCA,MITCHELL,9/24/1954,M,F,rebecca13@adventure-works.com,"$30,000 ",1,High School,Manual,Y
12425,MR.,BRANDON,WHITE,03-05-1954,M,M,brandon33@adventure-works.com,"$30,000 ",1,High School,Clerical,Y
12426,MR.,CODY,COX,9/23/1954,M,M,cody11@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12427,MRS.,KIMBERLY,STEWART,02-08-1954,M,F,kimberly24@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12428,MR.,SEAN,MORRIS,02-07-1955,M,M,sean26@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12429,MR.,MELVIN,BLACK,11/27/1955,M,M,melvin19@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12431,MR.,WYATT,THOMAS,3/21/1955,M,M,wyatt11@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12432,MR.,NATHAN,CLARK,7/25/1955,M,M,nathan53@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12433,MR.,ANTONIO,PRICE,7/20/1955,M,M,antonio0@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12434,MR.,THOMAS,KUMAR,03-09-1955,M,M,thomas31@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12435,MRS.,CHRISTY,ZHOU,10-10-1955,M,F,christy8@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12436,MR.,ALBERT,DIAZ,6/18/1955,M,M,albert5@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12437,MR.,JEREMY,YOUNG,6/15/1955,M,M,jeremy8@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12438,MRS.,BAILEY,ROGERS,10/19/1955,S,F,bailey17@adventure-works.com,"$80,000 ",5,Graduate Degree,Skilled Manual,Y
12439,MRS.,MEGAN,BENNETT,5/26/1956,M,F,megan51@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12440,MR.,FRANCISCO,CHANDRA,10-12-1956,M,M,francisco3@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12441,MR.,TREVOR,SIMMONS,11/21/1957,M,M,trevor15@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12442,MRS.,ALLISON,RICHARDSON,08-04-1957,M,F,allison8@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12443,MR.,GARRETT,JAMES,5/22/1957,M,M,garrett3@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12444,MRS.,MACKENZIE,PHILLIPS,4/22/1957,M,F,mackenzie28@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12445,MR.,CAMERON,TAYLOR,3/27/1957,M,M,cameron49@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12446,,JASMINE,HALL,08-03-1957,M,NA,jasmine21@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12447,MR.,CARSON,HAYES,10/24/1957,M,M,carson22@adventure-works.com,"$40,000 ",1,Partial College,Clerical,Y
12448,MRS.,HAILEY,COX,5/20/1958,S,F,hailey11@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12449,MR.,DYLAN,BROWN,03-09-1958,S,M,dylan39@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12450,MR.,CODY,COOK,9/23/1958,M,M,cody21@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12451,MRS.,ANNA,SIMMONS,08-10-1958,S,F,anna40@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12452,MR.,SEAN,SANCHEZ,11/24/1958,M,M,sean25@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12453,MRS.,MADISON,BENNETT,05-10-1958,S,F,madison36@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12454,MR.,SAMUEL,GRIFFIN,03-02-1959,M,M,samuel20@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12455,MR.,BENJAMIN,LEWIS,04-10-1959,M,M,benjamin58@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12456,MR.,THOMAS,CHEN,8/16/1959,M,M,thomas28@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12457,MRS.,MISTY,RAI,09-02-1959,S,F,misty19@adventure-works.com,"$60,000 ",4,Graduate Degree,Skilled Manual,Y
12458,MRS.,VERONICA,SANCHEZ,5/27/1968,M,F,veronica22@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
12459,MRS.,STEFANIE,RODRIGUEZ,9/13/1968,S,F,stefanie17@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
12460,MRS.,DOMINIQUE,MALHOTRA,11/23/1968,S,F,dominique4@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,N
12461,MS.,RUTH,SURI,2/28/1968,M,F,ruth6@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
12462,MR.,LEVI,SURI,06-11-1968,M,M,levi0@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
12463,MR.,TODD,HUANG,11/23/1968,M,M,todd7@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
12464,MR.,JARED,COOK,10/15/1967,S,M,jared23@adventure-works.com,"$10,000 ",3,High School,Manual,Y
12465,MRS.,CASSANDRA,PATEL,2/23/1967,M,F,cassandra3@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
12466,MR.,WILLIE,HE,4/26/1967,M,M,willie17@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
12467,MRS.,JENNIFER,JONES,04-07-1967,S,F,jennifer31@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
12468,MR.,WAYNE,NATH,10/25/1967,M,M,wayne21@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
12469,MR.,SHANE,SRINI,8/21/1966,M,M,shane12@adventure-works.com,"$20,000 ",1,High School,Manual,Y
12470,MRS.,BARBARA,HE,02-06-1966,M,F,barbara27@adventure-works.com,"$20,000 ",1,High School,Manual,Y
12471,MS.,LACEY,ZENG,5/14/1967,M,F,lacey35@adventure-works.com,"$40,000 ",0,Bachelors,Clerical,Y
12472,MR.,JEFFERY,ZHANG,09-09-1966,M,M,jeffery0@adventure-works.com,"$30,000 ",1,Bachelors,Clerical,Y
12473,MR.,SERGIO,SAI,11/15/1966,M,M,sergio6@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
12474,MRS.,TAMMY,CHANDRA,12/22/1966,M,F,tammy2@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
12475,MR.,LOGAN,CARTER,3/25/1965,S,M,logan36@adventure-works.com,"$10,000 ",4,Partial High School,Manual,Y
12476,MR.,RODNEY,JIMENEZ,02-06-1965,S,M,rodney1@adventure-works.com,"$20,000 ",2,High School,Manual,Y
12477,MRS.,ROBIN,GILL,12/23/1965,M,F,robin10@adventure-works.com,"$20,000 ",2,High School,Manual,N
12478,MR.,RUBEN,MEHTA,2/17/1965,S,M,ruben15@adventure-works.com,"$20,000 ",2,High School,Manual,Y
12479,MRS.,PRISCILLA,TANG,05-12-1965,M,F,priscilla3@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y
12480,MRS.,MEREDITH,ALVAREZ,4/16/1964,S,F,meredith27@adventure-works.com,"$10,000 ",5,Partial High School,Manual,Y
12481,MR.,VICTOR,DIAZ,09-07-1964,S,M,victor4@adventure-works.com,"$10,000 ",5,Partial High School,Manual,Y
12482,MR.,JEROME,BROWNING,03-06-1964,S,M,jerome14@adventure-works.com,"$10,000 ",3,Partial High School,Manual,Y
12483,MRS.,AMANDA,PEREZ,04-04-1964,S,F,amanda55@adventure-works.com,"$20,000 ",2,High School,Manual,Y
12484,MRS.,LORI,SUAREZ,04-03-1964,S,F,lori19@adventure-works.com,"$20,000 ",2,High School,Manual,Y
12485,MRS.,VERONICA,SUBRAM,3/25/1964,S,F,veronica14@adventure-works.com,"$20,000 ",3,High School,Manual,Y
12486,MRS.,KRISTEN,YE,02-10-1964,S,F,kristen8@adventure-works.com,"$20,000 ",3,High School,Manual,Y
12487,MR.,WILLIE,ZHU,04-06-1964,S,M,willie12@adventure-works.com,"$20,000 ",3,High School,Manual,Y
12488,MR.,JAY,GARCIA,05-12-1963,S,M,jay21@adventure-works.com,"$20,000 ",3,High School,Manual,Y
12489,MR.,WAYNE,RAI,10/25/1966,M,M,wayne20@adventure-works.com,"$40,000 ",0,Bachelors,Professional,Y
12490,MS.,TRISHA,HE,7/28/1966,M,F,trisha13@adventure-works.com,"$40,000 ",0,Bachelors,Professional,N
12491,MR.,ALVIN,HUANG,02-06-1966,M,M,alvin7@adventure-works.com,"$40,000 ",0,Bachelors,Professional,Y
12492,MS.,BRITTANY,PRICE,09-04-1966,S,F,brittany0@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N
12493,MR.,DWAYNE,VAZQUEZ,6/23/1965,M,M,dwayne14@adventure-works.com,"$40,000 ",0,Bachelors,Professional,Y
12495,MR.,LUCAS,MILLER,3/15/1964,S,M,lucas19@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
12496,MRS.,MELANIE,COX,1/23/1964,M,F,melanie36@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
12497,MRS.,ASHLEE,KUMAR,9/22/1963,M,F,ashlee14@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
12498,MR.,EDUARDO,DIAZ,4/20/1963,M,M,eduardo65@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
12499,MS.,HEATHER,WANG,08-04-1978,S,F,heather1@adventure-works.com,"$20,000 ",0,High School,Manual,N
12500,MRS.,KATHLEEN,VAZQUEZ,2/13/1979,S,F,kathleen16@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
12501,MR.,CORY,SAI,9/13/1979,S,M,cory4@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
12502,MR.,DARREN,SANCHEZ,11/18/1979,S,M,darren21@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
12503,MRS.,CASEY,SHEN,8/20/1979,S,F,casey2@adventure-works.com,"$30,000 ",3,Partial College,Clerical,Y
12504,MR.,ARTHUR,GUTIERREZ,2/20/1963,M,M,arthur35@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
12505,MR.,DALTON,MARTIN,02-03-1963,M,M,dalton13@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
12506,MR.,PRESTON,SANCHEZ,07-02-1963,M,M,preston18@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y
